nodo1,nodo2,distancia_minima
0,186,inf
0,187,inf
0,188,inf
0,189,inf
0,190,inf
0,191,inf
0,192,inf
0,193,inf
0,194,inf
0,195,inf
0,196,inf
0,197,inf
0,198,inf
0,199,inf
0,200,inf
0,201,inf
0,202,inf
0,203,inf
0,204,inf
0,205,inf
0,206,inf
0,207,inf
0,208,inf
0,209,inf
0,210,inf
0,211,inf
0,212,inf
0,213,inf
0,214,inf
0,215,inf
0,216,inf
0,217,inf
0,218,inf
0,219,inf
0,220,inf
0,221,inf
0,222,inf
0,223,inf
0,224,inf
0,225,inf
0,226,inf
0,227,inf
0,228,inf
0,229,inf
0,230,inf
0,231,inf
0,232,inf
0,233,inf
0,234,inf
0,235,inf
0,236,inf
0,237,inf
0,238,inf
0,239,inf
0,240,inf
0,241,inf
0,242,inf
0,243,inf
0,244,inf
0,245,inf
0,246,inf
0,247,inf
0,248,inf
0,249,inf
0,250,inf
0,251,inf
0,252,inf
0,253,inf
0,254,inf
0,255,inf
0,256,inf
0,257,inf
0,258,inf
0,259,inf
0,260,inf
0,261,inf
0,262,inf
0,263,inf
0,264,inf
0,265,inf
0,266,inf
0,267,inf
0,268,inf
0,269,inf
0,270,inf
0,271,inf
0,272,inf
0,273,inf
0,274,inf
0,275,inf
0,276,inf
0,277,inf
0,278,inf
0,279,inf
0,280,inf
0,281,inf
0,282,inf
0,283,inf
0,284,inf
0,285,inf
0,286,inf
0,287,inf
0,288,inf
0,289,inf
0,290,inf
0,291,inf
0,292,inf
0,293,inf
0,294,inf
0,295,inf
0,296,inf
0,297,inf
0,298,inf
0,299,inf
0,300,inf
0,301,inf
0,302,inf
0,303,inf
0,304,inf
0,305,inf
0,306,inf
0,307,inf
0,308,inf
0,309,inf
0,310,inf
0,311,inf
0,312,inf
0,313,inf
0,314,inf
0,315,inf
0,316,inf
0,317,inf
0,318,inf
0,319,inf
0,320,inf
0,321,inf
0,322,inf
0,323,inf
0,324,inf
0,325,inf
0,326,inf
0,327,inf
0,328,inf
0,329,inf
0,330,inf
0,331,inf
0,332,inf
0,333,inf
0,334,inf
0,335,inf
0,336,inf
0,337,inf
0,338,inf
0,339,inf
0,340,inf
0,341,inf
0,342,inf
0,343,inf
0,344,inf
0,345,inf
0,346,inf
0,347,inf
0,348,inf
0,349,inf
0,350,inf
0,351,inf
0,352,inf
0,353,inf
0,354,inf
0,355,inf
0,356,inf
0,357,inf
0,358,inf
0,359,inf
0,360,inf
0,361,inf
0,362,inf
0,363,inf
0,364,inf
0,365,inf
0,366,inf
0,367,inf
0,368,inf
0,369,inf
0,370,inf
0,371,inf
0,372,inf
0,373,inf
0,374,inf
0,375,inf
0,376,inf
0,377,inf
0,378,inf
0,379,inf
0,380,inf
0,381,inf
0,382,inf
0,383,inf
0,384,inf
0,385,inf
0,386,inf
0,387,inf
0,388,inf
0,389,inf
0,390,inf
0,391,inf
0,392,inf
0,393,inf
0,394,inf
0,395,inf
0,396,inf
0,397,inf
0,398,inf
0,399,inf
0,400,inf
0,401,inf
0,402,inf
0,403,inf
0,404,inf
0,405,inf
0,406,inf
0,407,inf
0,408,inf
0,409,inf
0,410,inf
0,411,inf
0,412,inf
0,413,inf
0,414,inf
0,415,inf
0,416,inf
0,417,inf
0,418,inf
0,419,inf
0,420,inf
0,421,inf
0,422,inf
0,423,inf
0,424,inf
0,425,inf
0,426,inf
0,427,inf
0,428,inf
0,429,inf
0,430,inf
0,431,inf
0,432,inf
0,433,inf
0,434,inf
0,435,inf
0,436,inf
0,437,inf
0,438,inf
0,439,inf
0,440,inf
0,441,inf
0,442,inf
0,443,inf
0,444,inf
0,445,inf
0,446,inf
0,447,inf
0,448,inf
0,449,inf
0,450,inf
0,451,inf
0,452,inf
0,453,inf
0,454,inf
0,455,inf
0,456,inf
0,457,inf
0,458,inf
0,459,inf
0,460,inf
0,461,inf
0,462,inf
0,463,inf
0,464,inf
0,465,inf
0,466,inf
0,467,inf
0,468,inf
0,469,inf
0,470,inf
0,471,inf
0,472,inf
0,473,inf
0,474,inf
0,475,inf
0,476,inf
0,477,inf
0,478,inf
0,479,inf
0,480,inf
0,481,inf
0,482,inf
0,483,inf
0,484,inf
0,485,inf
0,486,inf
0,487,inf
0,488,inf
0,489,inf
0,490,inf
0,491,inf
0,492,inf
0,493,inf
0,494,inf
0,495,inf
0,496,inf
0,497,inf
0,498,6.55183087663459
0,499,inf
0,500,inf
0,501,inf
0,502,inf
0,503,inf
0,504,inf
0,505,inf
0,506,inf
0,507,inf
0,508,inf
0,509,inf
0,510,inf
0,511,inf
0,512,inf
0,513,inf
0,514,inf
0,515,inf
0,516,inf
0,517,inf
0,518,inf
0,519,inf
0,520,inf
0,521,inf
0,522,inf
0,523,inf
0,524,inf
0,525,inf
0,526,inf
0,527,inf
0,528,inf
0,529,inf
0,530,inf
0,531,inf
0,532,inf
0,533,inf
0,534,inf
0,535,inf
0,536,inf
0,537,inf
0,538,inf
0,539,inf
0,540,inf
0,541,inf
0,542,inf
0,543,inf
0,544,inf
0,545,inf
0,546,inf
0,547,inf
0,548,inf
0,549,inf
0,550,inf
0,551,inf
0,552,inf
0,553,inf
0,554,inf
0,555,inf
0,556,inf
0,557,inf
0,558,inf
0,559,inf
0,560,inf
0,561,inf
0,562,inf
0,563,inf
0,564,inf
0,565,inf
0,566,inf
0,567,inf
0,568,inf
0,569,inf
0,570,inf
0,571,inf
0,572,inf
0,573,inf
0,574,inf
0,575,inf
0,576,inf
0,577,inf
0,578,inf
0,579,inf
0,580,inf
0,581,inf
0,582,inf
0,583,inf
0,584,inf
0,585,inf
0,586,inf
0,587,inf
0,588,inf
0,589,inf
0,590,inf
0,591,inf
0,592,inf
0,593,inf
0,594,inf
0,595,inf
0,596,inf
0,597,inf
0,598,9.74591261014689
0,599,inf
0,600,inf
0,601,inf
0,602,inf
0,603,inf
0,604,inf
0,605,inf
0,606,inf
0,607,inf
0,608,inf
0,609,inf
0,610,inf
0,611,inf
0,612,inf
0,613,inf
0,614,inf
0,615,inf
0,616,inf
0,617,inf
0,618,inf
0,619,inf
0,620,inf
0,621,inf
0,622,inf
0,623,inf
0,624,inf
0,625,inf
0,626,inf
0,627,inf
0,628,inf
0,629,inf
0,630,inf
0,631,inf
0,632,inf
0,633,inf
0,634,inf
0,635,inf
1,2,inf
1,3,inf
1,4,inf
1,5,inf
1,6,inf
1,7,inf
1,8,inf
1,9,inf
1,10,inf
1,11,inf
1,12,inf
1,13,inf
1,14,inf
1,15,inf
1,16,inf
1,17,inf
1,18,inf
1,19,inf
1,20,inf
1,21,inf
1,22,inf
1,23,inf
1,24,inf
1,25,inf
1,26,inf
1,27,inf
1,28,inf
1,29,inf
1,30,inf
1,31,inf
1,32,inf
1,33,inf
1,34,inf
1,35,inf
1,36,inf
1,37,inf
1,38,inf
1,39,inf
1,40,inf
1,41,inf
1,42,inf
1,43,inf
1,44,inf
1,45,inf
1,46,inf
1,47,inf
1,48,inf
1,49,inf
1,50,inf
1,51,inf
1,52,inf
1,53,inf
1,54,inf
1,55,inf
1,56,inf
1,57,inf
1,58,inf
1,59,inf
1,60,inf
1,61,inf
1,62,inf
1,63,inf
1,64,inf
1,65,inf
1,66,inf
1,67,inf
1,68,inf
1,69,inf
1,70,inf
1,71,inf
1,72,inf
1,73,inf
1,74,inf
1,75,inf
1,76,inf
1,77,inf
1,78,inf
1,79,inf
1,80,inf
1,81,inf
1,82,inf
1,83,inf
1,84,inf
1,85,inf
1,86,inf
1,87,inf
1,88,inf
1,89,inf
1,90,inf
1,91,inf
1,92,inf
1,93,inf
1,94,inf
1,95,inf
1,96,inf
1,97,inf
1,98,inf
1,99,inf
1,100,inf
1,101,inf
1,102,inf
1,103,inf
1,104,inf
1,105,inf
1,106,inf
1,107,inf
1,108,inf
1,109,inf
1,110,inf
1,111,inf
1,112,inf
1,113,inf
1,114,inf
1,115,inf
1,116,inf
1,117,inf
1,118,inf
1,119,inf
1,120,inf
1,121,inf
1,122,inf
1,123,inf
1,124,inf
1,125,inf
1,126,inf
1,127,inf
1,128,inf
1,129,inf
1,130,inf
1,131,inf
1,132,inf
1,133,inf
1,134,inf
1,135,inf
1,136,inf
1,137,inf
1,138,inf
1,139,inf
1,140,inf
1,141,inf
1,142,inf
1,143,inf
1,144,inf
1,145,inf
1,146,inf
1,147,inf
1,148,inf
1,149,inf
1,150,inf
1,151,inf
1,152,inf
1,153,inf
1,154,inf
1,155,inf
1,156,inf
1,157,inf
1,158,inf
1,159,inf
1,160,inf
1,161,inf
1,162,inf
1,163,inf
1,164,inf
1,165,inf
1,166,inf
1,167,inf
1,168,inf
1,169,inf
1,170,inf
1,171,inf
1,172,inf
1,173,inf
1,174,inf
1,175,inf
1,176,inf
1,177,inf
1,178,inf
1,179,inf
1,180,inf
1,181,inf
1,182,inf
1,183,inf
1,184,inf
1,185,inf
1,186,inf
1,187,inf
1,188,inf
1,189,inf
1,190,inf
1,191,inf
1,192,inf
1,193,inf
1,194,inf
1,195,inf
1,196,inf
1,197,inf
1,198,inf
1,199,inf
1,200,inf
1,201,inf
1,202,inf
1,203,inf
1,204,inf
1,205,inf
1,206,inf
1,207,inf
1,208,inf
1,209,inf
1,210,inf
1,211,inf
1,212,inf
1,213,inf
1,214,inf
1,215,inf
1,216,inf
1,217,inf
1,218,inf
1,219,inf
1,220,inf
1,221,inf
1,222,inf
1,223,inf
1,224,inf
1,225,inf
1,226,inf
1,227,inf
1,228,inf
1,229,inf
1,230,inf
1,231,inf
1,232,inf
1,233,inf
1,234,inf
1,235,inf
1,236,inf
1,237,inf
1,238,inf
1,239,inf
1,240,inf
1,241,inf
1,242,inf
1,243,inf
1,244,inf
1,245,inf
1,246,inf
1,247,inf
1,248,inf
1,249,inf
1,250,inf
1,251,inf
1,252,inf
1,253,inf
1,254,inf
1,255,inf
1,256,inf
1,257,inf
1,258,inf
1,259,inf
1,260,inf
1,261,inf
1,262,inf
1,263,inf
1,264,inf
1,265,inf
1,266,inf
1,267,inf
1,268,inf
1,269,inf
1,270,inf
1,271,inf
1,272,inf
1,273,inf
1,274,inf
1,275,inf
1,276,inf
1,277,inf
1,278,inf
1,279,inf
1,280,inf
1,281,inf
1,282,inf
1,283,inf
1,284,inf
1,285,inf
1,286,inf
1,287,inf
1,288,inf
1,289,inf
1,290,inf
1,291,inf
1,292,inf
1,293,inf
1,294,inf
1,295,inf
1,296,inf
1,297,inf
1,298,inf
1,299,inf
1,300,inf
1,301,inf
1,302,inf
1,303,inf
1,304,inf
1,305,inf
1,306,inf
1,307,inf
1,308,inf
1,309,inf
1,310,inf
1,311,inf
1,312,inf
1,313,inf
1,314,inf
1,315,inf
1,316,inf
1,317,inf
1,318,inf
1,319,inf
1,320,inf
1,321,inf
1,322,inf
1,323,inf
1,324,inf
1,325,inf
1,326,inf
1,327,inf
1,328,inf
1,329,inf
1,330,inf
1,331,inf
1,332,inf
1,333,inf
1,334,inf
1,335,inf
1,336,inf
1,337,inf
1,338,inf
1,339,inf
1,340,inf
1,341,inf
1,342,inf
1,343,inf
1,344,inf
1,345,inf
1,346,inf
1,347,inf
1,348,inf
1,349,inf
1,350,inf
1,351,inf
1,352,inf
1,353,inf
1,354,inf
1,355,inf
1,356,inf
1,357,inf
1,358,inf
1,359,inf
1,360,inf
1,361,inf
1,362,inf
1,363,inf
1,364,inf
1,365,inf
1,366,inf
1,367,inf
1,368,inf
1,369,inf
1,370,inf
1,371,inf
1,372,inf
1,373,inf
1,374,inf
1,375,inf
1,376,inf
1,377,inf
1,378,inf
1,379,inf
1,380,inf
1,381,inf
1,382,inf
1,383,inf
1,384,inf
1,385,inf
1,386,inf
1,387,inf
1,388,inf
1,389,inf
1,390,inf
1,391,inf
1,392,inf
1,393,inf
1,394,inf
1,395,inf
1,396,inf
1,397,inf
1,398,inf
1,399,inf
1,400,inf
1,401,inf
1,402,inf
1,403,inf
1,404,inf
1,405,inf
1,406,inf
1,407,inf
1,408,inf
1,409,inf
1,410,inf
1,411,inf
1,412,inf
1,413,inf
1,414,inf
1,415,inf
1,416,inf
1,417,inf
1,418,inf
1,419,inf
1,420,inf
1,421,inf
1,422,inf
1,423,inf
1,424,inf
1,425,inf
1,426,inf
1,427,inf
1,428,inf
1,429,inf
1,430,inf
1,431,inf
1,432,inf
1,433,inf
1,434,inf
1,435,inf
1,436,inf
1,437,inf
1,438,inf
1,439,inf
1,440,inf
1,441,inf
1,442,inf
1,443,inf
1,444,inf
1,445,inf
1,446,inf
1,447,inf
1,448,inf
1,449,inf
1,450,inf
1,451,inf
1,452,inf
1,453,inf
1,454,inf
1,455,inf
1,456,inf
1,457,inf
1,458,inf
1,459,inf
1,460,inf
1,461,inf
1,462,inf
1,463,inf
1,464,inf
1,465,inf
1,466,inf
1,467,inf
1,468,inf
1,469,inf
1,470,inf
1,471,inf
1,472,inf
1,473,inf
1,474,inf
1,475,inf
1,476,inf
1,477,inf
1,478,inf
1,479,inf
1,480,inf
1,481,inf
1,482,inf
1,483,inf
1,484,inf
1,485,inf
1,486,inf
1,487,inf
1,488,inf
1,489,inf
1,490,inf
1,491,inf
1,492,inf
1,493,inf
1,494,inf
1,495,inf
1,496,inf
1,497,inf
1,498,3.33638041757803
1,499,inf
1,500,inf
1,501,inf
1,502,inf
1,503,inf
1,504,inf
1,505,inf
1,506,inf
1,507,inf
1,508,inf
1,509,inf
1,510,inf
1,511,inf
1,512,inf
1,513,inf
1,514,inf
1,515,inf
1,516,inf
1,517,inf
1,518,inf
1,519,inf
1,520,inf
1,521,inf
1,522,inf
1,523,inf
1,524,inf
1,525,inf
1,526,inf
1,527,inf
1,528,inf
1,529,inf
1,530,inf
1,531,inf
1,532,inf
1,533,inf
1,534,inf
1,535,inf
1,536,inf
1,537,inf
1,538,inf
1,539,inf
1,540,inf
1,541,inf
1,542,inf
1,543,inf
1,544,inf
1,545,inf
1,546,inf
1,547,inf
1,548,inf
1,549,inf
1,550,inf
1,551,inf
1,552,inf
1,553,inf
1,554,inf
1,555,inf
1,556,inf
1,557,inf
1,558,inf
1,559,inf
1,560,inf
1,561,inf
1,562,inf
1,563,inf
1,564,inf
1,565,inf
1,566,inf
1,567,inf
1,568,inf
1,569,inf
1,570,inf
1,571,inf
1,572,inf
1,573,inf
1,574,inf
1,575,inf
1,576,inf
1,577,inf
1,578,inf
1,579,inf
1,580,inf
1,581,inf
1,582,inf
1,583,inf
1,584,inf
1,585,inf
1,586,inf
1,587,inf
1,588,inf
1,589,inf
1,590,inf
1,591,inf
1,592,inf
1,593,inf
1,594,inf
1,595,inf
1,596,inf
1,597,inf
1,598,6.53046215109033
1,599,inf
1,600,inf
1,601,inf
1,602,inf
1,603,inf
1,604,inf
1,605,inf
1,606,inf
1,607,inf
1,608,inf
1,609,inf
1,610,inf
1,611,inf
1,612,inf
1,613,inf
1,614,inf
1,615,inf
1,616,inf
1,617,inf
1,618,inf
1,619,inf
1,620,inf
1,621,inf
1,622,inf
1,623,inf
1,624,inf
1,625,inf
1,626,inf
1,627,inf
1,628,inf
1,629,inf
1,630,inf
1,631,inf
1,632,inf
1,633,inf
1,634,inf
1,635,inf
2,3,3.2640633992793
2,4,inf
2,5,inf
2,6,inf
2,7,inf
2,8,inf
2,9,inf
2,10,inf
2,11,inf
2,12,inf
2,13,inf
2,14,inf
2,15,inf
2,16,inf
2,17,inf
2,18,inf
2,19,inf
2,20,inf
2,21,inf
2,22,inf
2,23,inf
2,24,inf
2,25,inf
2,26,inf
2,27,inf
2,28,inf
2,29,inf
2,30,inf
2,31,inf
2,32,inf
2,33,inf
2,34,inf
2,35,inf
2,36,inf
2,37,inf
2,38,inf
2,39,inf
2,40,inf
2,41,inf
2,42,inf
2,43,inf
2,44,inf
2,45,inf
2,46,inf
2,47,inf
2,48,inf
2,49,inf
2,50,inf
2,51,inf
2,52,inf
2,53,inf
2,54,inf
2,55,inf
2,56,inf
2,57,inf
2,58,inf
2,59,inf
2,60,inf
2,61,inf
2,62,inf
2,63,inf
2,64,inf
2,65,inf
2,66,inf
2,67,inf
2,68,inf
2,69,inf
2,70,inf
2,71,inf
2,72,inf
2,73,inf
2,74,inf
2,75,inf
2,76,inf
2,77,inf
2,78,inf
2,79,inf
2,80,inf
2,81,inf
2,82,inf
2,83,inf
2,84,inf
2,85,inf
2,86,inf
2,87,inf
2,88,inf
2,89,inf
2,90,inf
2,91,inf
2,92,inf
2,93,inf
2,94,inf
2,95,inf
2,96,inf
2,97,inf
2,98,inf
2,99,inf
2,100,inf
2,101,inf
2,102,inf
2,103,inf
2,104,inf
2,105,inf
2,106,inf
2,107,inf
2,108,inf
2,109,inf
2,110,inf
2,111,inf
2,112,inf
2,113,inf
2,114,inf
2,115,inf
2,116,inf
2,117,inf
2,118,inf
2,119,inf
2,120,inf
2,121,inf
2,122,inf
2,123,inf
2,124,inf
2,125,inf
2,126,inf
2,127,inf
2,128,inf
2,129,inf
2,130,inf
2,131,inf
2,132,inf
2,133,inf
2,134,inf
2,135,inf
2,136,inf
2,137,inf
2,138,inf
2,139,inf
2,140,inf
2,141,inf
2,142,inf
2,143,inf
2,144,inf
2,145,inf
2,146,inf
2,147,inf
2,148,inf
2,149,inf
2,150,inf
2,151,inf
2,152,inf
2,153,inf
2,154,inf
2,155,inf
2,156,inf
2,157,inf
2,158,inf
2,159,inf
2,160,inf
2,161,inf
2,162,inf
2,163,inf
2,164,inf
2,165,inf
2,166,inf
2,167,inf
2,168,inf
2,169,inf
2,170,inf
2,171,inf
2,172,inf
2,173,inf
2,174,inf
2,175,inf
2,176,inf
2,177,inf
2,178,inf
2,179,inf
2,180,inf
2,181,inf
2,182,inf
2,183,inf
2,184,inf
2,185,inf
2,186,inf
2,187,inf
2,188,inf
2,189,inf
2,190,inf
2,191,inf
2,192,inf
2,193,inf
2,194,inf
2,195,inf
2,196,inf
2,197,inf
2,198,inf
2,199,inf
2,200,inf
2,201,inf
2,202,inf
2,203,inf
2,204,inf
2,205,inf
2,206,inf
2,207,inf
2,208,inf
2,209,inf
2,210,inf
2,211,inf
2,212,inf
2,213,inf
2,214,inf
2,215,inf
2,216,inf
2,217,inf
2,218,inf
2,219,inf
2,220,inf
2,221,inf
2,222,inf
2,223,inf
2,224,inf
2,225,inf
2,226,inf
2,227,inf
2,228,inf
2,229,inf
2,230,inf
2,231,inf
2,232,inf
2,233,inf
2,234,inf
2,235,inf
2,236,inf
2,237,inf
2,238,inf
2,239,inf
2,240,inf
2,241,inf
2,242,inf
2,243,inf
2,244,inf
2,245,inf
2,246,inf
2,247,inf
2,248,inf
2,249,inf
2,250,inf
2,251,inf
2,252,inf
2,253,inf
2,254,inf
2,255,inf
2,256,inf
2,257,inf
2,258,inf
2,259,inf
2,260,inf
2,261,inf
2,262,inf
2,263,inf
2,264,inf
2,265,inf
2,266,inf
2,267,inf
2,268,inf
2,269,inf
2,270,inf
2,271,inf
2,272,inf
2,273,inf
2,274,inf
2,275,inf
2,276,inf
2,277,inf
2,278,inf
2,279,inf
2,280,inf
2,281,inf
2,282,inf
2,283,inf
2,284,inf
2,285,inf
2,286,inf
2,287,inf
2,288,inf
2,289,inf
2,290,inf
2,291,inf
2,292,inf
2,293,inf
2,294,inf
2,295,inf
2,296,inf
2,297,inf
2,298,inf
2,299,inf
2,300,inf
2,301,inf
2,302,inf
2,303,inf
2,304,inf
2,305,inf
2,306,inf
2,307,inf
2,308,inf
2,309,inf
2,310,inf
2,311,inf
2,312,inf
2,313,inf
2,314,inf
2,315,inf
2,316,inf
2,317,inf
2,318,inf
2,319,inf
2,320,inf
2,321,inf
2,322,inf
2,323,inf
2,324,inf
2,325,inf
2,326,inf
2,327,inf
2,328,inf
2,329,inf
2,330,inf
2,331,inf
2,332,inf
2,333,inf
2,334,inf
2,335,inf
2,336,inf
2,337,inf
2,338,inf
2,339,inf
2,340,inf
2,341,inf
2,342,inf
2,343,inf
2,344,inf
2,345,inf
2,346,inf
2,347,inf
2,348,inf
2,349,inf
2,350,inf
2,351,inf
2,352,inf
2,353,inf
2,354,inf
2,355,inf
2,356,inf
2,357,inf
2,358,inf
2,359,inf
2,360,inf
2,361,inf
2,362,inf
2,363,inf
2,364,inf
2,365,inf
2,366,inf
2,367,inf
2,368,inf
2,369,inf
2,370,inf
2,371,inf
2,372,inf
2,373,inf
2,374,inf
2,375,inf
2,376,inf
2,377,inf
2,378,inf
2,379,inf
2,380,inf
2,381,inf
2,382,inf
2,383,inf
2,384,inf
2,385,inf
2,386,inf
2,387,inf
2,388,inf
2,389,inf
2,390,inf
2,391,inf
2,392,inf
2,393,inf
2,394,inf
2,395,inf
2,396,inf
2,397,inf
2,398,inf
2,399,inf
2,400,inf
2,401,inf
2,402,inf
2,403,inf
2,404,inf
2,405,inf
2,406,inf
2,407,inf
2,408,inf
2,409,inf
2,410,inf
2,411,inf
2,412,inf
2,413,inf
2,414,inf
2,415,inf
2,416,inf
2,417,inf
2,418,inf
2,419,inf
2,420,inf
2,421,inf
2,422,inf
2,423,inf
2,424,inf
2,425,inf
2,426,inf
2,427,inf
2,428,inf
2,429,inf
2,430,inf
2,431,inf
2,432,inf
2,433,inf
2,434,inf
2,435,inf
2,436,inf
2,437,inf
2,438,inf
2,439,inf
2,440,inf
2,441,inf
2,442,inf
2,443,inf
2,444,inf
2,445,inf
2,446,inf
2,447,inf
2,448,inf
2,449,inf
2,450,inf
2,451,inf
2,452,inf
2,453,inf
2,454,inf
2,455,inf
2,456,inf
2,457,inf
2,458,inf
2,459,inf
2,460,inf
2,461,inf
2,462,inf
2,463,inf
2,464,inf
2,465,inf
2,466,inf
2,467,inf
2,468,inf
2,469,inf
2,470,inf
2,471,inf
2,472,inf
2,473,inf
2,474,inf
2,475,inf
2,476,inf
2,477,inf
2,478,inf
2,479,inf
2,480,inf
2,481,inf
2,482,inf
2,483,inf
2,484,inf
2,485,inf
2,486,inf
2,487,inf
2,488,inf
2,489,inf
2,490,inf
2,491,inf
2,492,inf
2,493,inf
2,494,inf
2,495,inf
2,496,inf
2,497,inf
2,498,inf
2,499,inf
2,500,inf
2,501,inf
2,502,inf
2,503,inf
2,504,inf
2,505,inf
2,506,inf
2,507,inf
2,508,inf
2,509,inf
2,510,inf
2,511,inf
2,512,inf
2,513,inf
2,514,inf
2,515,inf
2,516,inf
2,517,inf
2,518,inf
2,519,inf
2,520,inf
2,521,inf
2,522,inf
2,523,inf
2,524,inf
2,525,inf
2,526,inf
2,527,inf
2,528,inf
2,529,inf
2,530,inf
2,531,inf
2,532,inf
2,533,inf
2,534,inf
2,535,inf
2,536,inf
2,537,inf
2,538,inf
2,539,inf
2,540,inf
2,541,inf
2,542,inf
2,543,inf
2,544,inf
2,545,inf
2,546,inf
2,547,inf
2,548,inf
2,549,inf
2,550,inf
2,551,inf
2,552,inf
2,553,inf
2,554,inf
2,555,inf
2,556,inf
2,557,inf
2,558,inf
2,559,inf
2,560,inf
2,561,inf
2,562,6.482651306940101
2,563,inf
2,564,inf
2,565,inf
2,566,inf
2,567,inf
2,568,inf
2,569,inf
2,570,inf
2,571,inf
2,572,inf
2,573,inf
2,574,inf
2,575,inf
2,576,inf
2,577,inf
2,578,inf
2,579,inf
2,580,inf
2,581,inf
2,582,inf
2,583,inf
2,584,inf
2,585,inf
2,586,inf
2,587,inf
2,588,inf
2,589,inf
2,590,inf
2,591,inf
2,592,inf
2,593,inf
2,594,inf
2,595,inf
2,596,inf
2,597,inf
2,598,inf
2,599,inf
2,600,inf
2,601,inf
2,602,inf
2,603,inf
2,604,inf
2,605,inf
2,606,inf
2,607,inf
2,608,inf
2,609,inf
2,610,inf
2,611,inf
2,612,inf
2,613,inf
2,614,inf
2,615,inf
2,616,inf
2,617,inf
2,618,inf
2,619,inf
2,620,inf
2,621,inf
2,622,inf
2,623,inf
2,624,inf
2,625,inf
2,626,inf
2,627,inf
2,628,inf
2,629,inf
2,630,inf
2,631,inf
2,632,inf
2,633,inf
2,634,inf
2,635,inf
3,4,inf
3,5,inf
3,6,inf
3,7,inf
3,8,inf
3,9,inf
3,10,inf
3,11,inf
3,12,inf
3,13,inf
3,14,inf
3,15,inf
3,16,inf
3,17,inf
3,18,inf
3,19,inf
3,20,inf
3,21,inf
3,22,inf
3,23,inf
3,24,inf
3,25,inf
3,26,inf
3,27,inf
3,28,inf
3,29,inf
3,30,inf
3,31,inf
3,32,inf
3,33,inf
3,34,inf
3,35,inf
3,36,inf
3,37,inf
3,38,inf
3,39,inf
3,40,inf
3,41,inf
3,42,inf
3,43,inf
3,44,inf
3,45,inf
3,46,inf
3,47,inf
3,48,inf
3,49,inf
3,50,inf
3,51,inf
3,52,inf
3,53,inf
3,54,inf
3,55,inf
3,56,inf
3,57,inf
3,58,inf
3,59,inf
3,60,inf
3,61,inf
3,62,inf
3,63,inf
3,64,inf
3,65,inf
3,66,inf
3,67,inf
3,68,inf
3,69,inf
3,70,inf
3,71,inf
3,72,inf
3,73,inf
3,74,inf
3,75,inf
3,76,inf
3,77,inf
3,78,inf
3,79,inf
3,80,inf
3,81,inf
3,82,inf
3,83,inf
3,84,inf
3,85,inf
3,86,inf
3,87,inf
3,88,inf
3,89,inf
3,90,inf
3,91,inf
